school_id,cn_name,en_name,tags,faculty,category,entry_month,duration,tuition_fee,interview,objectives,apply_requirements,language_requirements,analysis,curriculum,url
958cabe0-ef01-40e5-a061-aab290417f6a,经济学社会科学硕士,MSocSc Economics,"商科, 经济, 社会科学学院",社会科学学院,经济,8月,2年,87000澳门币/年,真人单面,在经济学领域提供高质量的学术教育和培训。使经济学原理能够应用于经济政策的设计和分析。教授先进的经济理论和技术技能，使学生能够升读博士学位。程序。培养具有分析能力的高素质毕业生，使他们能够更有效地担任经济学家，政策制定者，研究人员和教育工作者。,"申请人应已获得经认可的大学的经济学学士学位，最好是优异成绩或同等学历
那些拥有优秀本科学位，但没有接受过经济学培训的人可能会被录取，但需要额外完成本科阶段的一些经济学课程
可能需要参加面试",无,无,微观经济学理论 Microeconomic Theory; 宏观经济理论 Macroeconomic Theory; 经济研究方法 Methods of Economic Research; 计量经济学分析 I Econometric Analysis I; 国际贸易与金融 International Trade and Finance; 发展经济学 Development Economics; 公共经济学 Public Economics,https://econ.fss.um.edu.mo/master/
958cabe0-ef01-40e5-a061-aab290417f6a,机电工程理学硕士,MSc Electromechanical Engineering,"工科, 机械工程, 科技学院",科技学院,机械工程,8月,2年,87000澳门币/年,无,机电工程（EME）计划成立于1993年。该课程着重于机械工程（ME），同时教育学生利用现代电气，电子和信息技术在ME中的实际应用，例如建筑服务，运输工具，机器人，等等。我们的大多数毕业生在电气和机械工程咨询公司，建筑服务行业，政府部门，公共组织和研究机构中都有出色的职业生涯。澳门的许多毕业生都是天然气工程和城市建设（项目规划与设计）学科的注册工程师。此外，一些毕业生已在世界各地的知名大学进修研究生。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,研究导论 Introduction to Research; 高等数学 Advanced Mathematics; 学术/应用论文 Academic/Applied Thesis; 材料物理 Physics of Materials; 变分原理及其应用 Variational Principles and the Application; 机电一体化 Mechatronics; 工艺传热 Process Heat Transfer,https://www.fst.um.edu.mo/eme/msc-eme/
958cabe0-ef01-40e5-a061-aab290417f6a,微电子学哲学硕士,MPhil Microelectronics,"工科, 电气电子, 微电子研究院",微电子研究院,电气电子,8月,3年,58000澳门币/年,无,"微电子集成电路一直是我国中央重点战略发展的方向，尤其是近年来相关领域尤其是模拟集成电路设计方面的技术和人才紧缺。澳大拥有华南地区乃至大湾区微电子领域唯一的模拟与混合信号超大规模集成电路国家重点实验室。上述SKL在世界知名旗舰会议——国际固态电路会议（ISSCC）发表论文40余篇。
微电子研究所（IME）提供两个微电子学硕士点，帮助培养微电子集成电路领域的研究学者和应用工程师。澳门大学微电子学哲学硕士项目侧重于先进微电子集成电路的研究，可以为微电子研究职业所需的知识和技能提供创造性训练，例如为将来进一步攻读博士学位提供知识和技能。该计划的“论文”选项鼓励学生在会议和期刊的顶级出版物上进行创新研究。",持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,微电子电路设计 Microelectronic Circuit Design; 集成电路研究方法与应用 Integrated Circuits Research Methodology and Applications; 数字集成电路 Digital Integrated Circuits; 数据转换器集成电路 Data Converter Integrated Circuits; 柔性交流输电系统 Flexible Alternating Current Transmission System; 电源管理集成电路设计 Power Management Integrated Circuit Design; 生物医学工程专题 Special Topics in Biomedical Engineering,https://ime.um.edu.mo/master-of-philosophy-m-phil-of-microelectronics/course-study-plan-mphil/
958cabe0-ef01-40e5-a061-aab290417f6a,机器人与自主系统理学硕士,MSc Robotics and Autonomous Systems,"工科, 机械工程, 科技学院",科技学院,机械工程,8月,2年,87000澳门币/年,无,应用计算和数学知识解决计算机科学学科中复杂计算问题的能力。将计算专业知识和适用于计算专业的领域知识应用于计算模型的抽象和概念化的能力。分析问题，识别和定义适合其解决方案的计算要求的能力。设计，实现和评估基于计算机的系统，过程，组件或程序，以满足公众健康与安全，社会和环境方面的适当考虑，从而满足所需需求的能力。在团队中有效运作以实现共同目标的能力。对专业，道德，法律，安全和社会问题及责任的理解。与众多受众进行有效沟通的能力。分析计算对个人，组织和社会的本地和全球影响的能力。认识到持续职业发展的必要性和能力。在了解限制的情况下使用计算实践所需的当前技术，技能和工具的能力。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,雅思: 6; 托福: 80,无,移动机器人简介 Introduction to Mobile Robotics; 传感器和执行器简介 Introduction to Sensors and Actuators; 项目报告 Project Report; 嵌入式系统 Embedded System; 高级机器人与控制 Advanced Robotics and Control; 智能理论与工程应用 Intelligent Theory and Engineering Applications; 空中机器人 Aerial Robotics,https://www.fst.um.edu.mo/eme/msc-ras/
958cabe0-ef01-40e5-a061-aab290417f6a,会计学理学硕士,MSc Accounting,"商科, 会计, 工商管理学院",工商管理学院,会计,8月,2年,102000澳门币/年,无,理学硕士学位（会计学）课程旨在培育拥有国际财务报告准则（IFRS）和国际会计准则（IAS）等高级会计知识的专业人才，迎合社会的需求。课程已获得特许公认会计师公会（ACCA）、皇家特许管理会计师公会（CIMA）及澳大利亚会计师公会（CPAAustralia），完成课程的毕业生可获上述机构专业资格考试之最高豁免科目数*。专业认证进一步确保课程的高质量并加强国际化元素。专业认证使毕业生在就业市场上能够取得先机，更具竞争力。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,财务会计与理论 Financial Accounting and Theory; 财务报告与分析 Financial Reporting and Analysis; 商法 Business Law; 管理会计 Management Accounting; 财务管理 Financial Management; 审计与保证 Auditing and Assurance; 税收 Taxation,https://fba.um.edu.mo/pgraduate/act/
958cabe0-ef01-40e5-a061-aab290417f6a,创新材料理学硕士,MSc Innovative Materials,"工科, 材料, 应用物理及材料工程研究院",应用物理及材料工程研究院,材料,8月,2年,87000澳门币/年,无,澳门大学创新材料理学硕士旨在让学生了解以可持续性为重点的原材料和新材料的价值和知识，以及毕业生在应用物理、化学、材料科学与工程、绿色能源技术、环境、设备、智慧城市等领域攻读专业知识的前景。。通过该计划，学生将成为先进材料领域的专家，他们将成为当地，本区域，乃至全球学术和工业领域的技术娴熟和拥有多项技能的研究人员。,"持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩
持有物理、化学、化学工程、材料科学与工程、能源与动力工程、机械工程、电气工程、机电工程、土木与环境工程或相关学科的学士学位",无,无,新型材料的发展 Development on Innovative Materials; 可持续发展的环保材料 Eco-friendly Materials for Sustainability; 可持续能源收集技术 Sustainable Energy Harvesting Technologies; 材料表征技术 Technologies for Materials Characterization; 项目报告 Project Report; 先进储能技术 Advanced Energy Storage Technologies; 新兴材料高级专题 Advanced Topics in Emerging Materials,https://iapme.um.edu.mo/programmes/master/
958cabe0-ef01-40e5-a061-aab290417f6a,电机与电脑工程理学硕士,MSc Electrical and Computer Engineering,"工科, 电气电子, 科技学院",科技学院,电气电子,8月,2年,87000澳门币/年,无,本课程旨在于提升毕业生以下各方面的能力。解决问题的能力：毕业生有能力以批判性和评估性的方式思考，并具有广阔的视野，以解决技术和（或）非技术问题。领导力和沟通能力：毕业生将训练以增强领导能力，以道德的方式行事，技能将包括在不同群体中进行良好沟通和成功工作的能力。市场接受度：毕业生将了解学术环境，行业和政府组织的职业。技术能力：毕业生将具有技术能力，并在工程学的数学和科学基础以及工程设计经验方面拥有全面的基础。他们将能够使用现代工程技术，技能和工具来满足社会需求。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,研究导论 Introduction to Research; 高等数学 Advanced Mathematics; 学术/应用论文 Academic/Applied Thesis; 微电子电路设计 Microelectronic Circuit Design; 数字信号处理 Digital Signal Processing; 主动网络理论 Active Network Theory; 控制系统中的高级主题 Advanced Topics in Control Systems,https://www.fst.um.edu.mo/ece/msc-programme/
958cabe0-ef01-40e5-a061-aab290417f6a,法学硕士（中文）,LLM Chinese Language,"社科, 法律, 法学院",法学院,法律,8月,2年,87000澳门币/年,无,澳大法学院从2001年起开设中文法学硕士课程。课程目的为提高学生的研究能力和学术水准，使母语为中文的本地和非本地具法律学位的人士有机会继续深入研习法律。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,宪法 Constitutional Law; 澳门基本法 Macao Basic Law; 行政法与行政诉讼法 Administrative Law and Administrative Litigation Law; 法理学与法哲学 Jurisprudence and Legal Philosophy; 刑法 Criminal Law; 刑事诉讼法 Crimial Procedural Law; 犯罪学与刑事司法 Criminology and Criminal Justice,https://fll.um.edu.mo/programme/master-and-postgraduate/master-and-postgraduate-of-law-in-chinese-language/
958cabe0-ef01-40e5-a061-aab290417f6a,微电子学理学硕士,MSc Microelectronics,"工科, 电气电子, 微电子研究院",微电子研究院,电气电子,8月,2年,87000澳门币/年,无,"微电子集成电路一直是我国的核心战略重点发展方向，特别是近年来相关领域，尤其是模拟集成电路设计方面的技术和人才匮乏。澳门大学拥有模拟与混合信号超大规模集成电路国家重点实验室（SKL-AMSV），是我国南方地区以至粤港澳大湾区唯一的微电子领域的国家重点实验室。该实验室在国际著名的旗舰会议—国际固态电路会议（ISSCC）上共发表了超过40篇论文。
澳门大学微电子学理学硕士课程有助于培养微电子集成电路领域的人才和高级工程师，以解决中国以至大湾区人才短缺的问题。本硕士课程将通过项目报告或实习及报告的方式进行工程训练，以培养高级微电子工程人才的知识和技能。本课程提供了”项目报告”和”实习及报告”两种模式，在未来工程人员的培养上更多的集中在微电子学电路设计实践环节。",持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,微电子电路设计 Microelectronic Circuit Design; 集成电路研究方法和应用 Integrated Circuits Research Methodology and Applications; 数字集成电路 Digital Integrated Circuits; 数据转换器集成电路设计 Data Converter Integrated Circuits; 柔性交流输电系统 Flexible Alternating Current Transmission System; 电源管理集成电路设计 Power Management Integrated Circuit Design; 生物医学工程专题 Special Topics in Biomedical Engineering,https://ime.um.edu.mo/master-of-science-m-sc-of-microelectronics/course-study-plan/
958cabe0-ef01-40e5-a061-aab290417f6a,欧盟法，国际法和比较法（英文）法学硕士,"LLM European Union Law, International Law and Comparative Law (English language)","社科, 法律, 法学院",法学院,法律,8月,2年,87000澳门币/年,无,为了加强澳门历史上作为中国及欧洲各国交流之桥梁作用，以及鉴于中国与欧洲及世界各国不断增强的联系，法学院开设以欧洲联盟法、国际法和比较法为专业领域的法学硕士课程，以便培养更多欧洲联盟法、国际法和比较法领域的符合资格的法律人才、专业人士和学者。课程始于2003/2004学年，其目的是提供在欧洲联盟法、国际法和比较法领域的优质教育和培训，确立并加强澳门大学法学院作为本地区研究澳门法律、欧洲大陆法、国际法和比较法的重要学术机构的地位。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,欧盟的条约改革 Treaty Reforms in the EU; 当代国际法问题 Contemporary Issues in International Law; 比较法律制度 Comparative Legal Systems; 研究方法与法律写作 Research Methodology and Legal Writing; 欧洲联盟机构法 Institutional Law of the European Union; 欧盟经济法 Economic Law of the European Union; 国际经济法 International Economic Law,https://fll.um.edu.mo/programme/master-and-postgraduate/master-and-postgraduate-of-law-in-european-union-law-english-international-and-comparative-law-english/
958cabe0-ef01-40e5-a061-aab290417f6a,对外英语教学文学硕士,MA Teaching English to Speakers of Other Languages,"社科, 教育, 教育学院",教育学院,教育,8月,2年,87000澳门币/年,无,澳门大学对外英语教学文学硕士项目旨在通过专业的进阶培训，提高在职英语教师的教学效率。本课程不仅能培养学生的二语及外语教学理论和实践知识，也提升学生的教学技能，发展学生的反思实践能力，培养他们的文化意识，从而实现他们在澳门和全球的多元化社会中的个性化和专业化发展。本课程立志将学生培养成二语及外语教育领域中独立且具有创新意识的课堂研究者，毕业生将获得二语教学中的前沿知识及教学研究中的专业知识。本课程的目标群体是在澳门、中国内地或海外从事英语教学、课程设计与规划、教学材料编写与评估等领域的英语教师、教育工作者和语言专家。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩要求英语教育或英语相关领域背景。本地申请者必须具备教师资格,无,无,第二语言教师专业发展 Teacher Development in TESOL; 阅读和写作教学 Teaching Reading and Writing; 语言测试与评估 Language Testing and Assessment; 听力和口语教学 Teaching Listening and Speaking; 语言和语言学 Language and Linguistics; 第二语言学习与教学 Second Language Learning & Teaching; 英语教学语法 Pedagogical Grammar for English Language Teachers,https://fed.um.edu.mo/master-of-arts-in-teaching-english-to-speakers-of-other-languages-programme-tesol/
958cabe0-ef01-40e5-a061-aab290417f6a,国际商法（英文）法学硕士,LLM International Business Law (English Language),"社科, 法律, 法学院",法学院,法律,8月,2年,87000澳门币/年,无,澳门大学法学院自2006/2007学年已经开始面向法学生和非法学生开设国际商法的研究生课程。该课程旨在为商业从业者（包括银行、保险、贸易、不动产、博彩业等其他部门）提供学习商事交易中涉及的澳门法和国际法的机会。在经济全球化的时代，了解澳门和其他包括中国内地、香港、欧盟和国外地区现行的国际法律法规标准尤为重要。该课程的弹性的框架包括各个国际法、区域法、和澳门法领域的选修课。该课程的教学目的在于实践应用，以满足企业和公司及其员工的需求。在诸如澳门这样的微小而开放的经济体中，在经济全球化的时代，了解澳门和其他包括中国内地、香港、欧盟和国外地区现行的国际法律法规标准尤为重要。澳门的商业和贸易发展已有数个世纪，如今，澳门也开始新的经济增长时期。在澳门从事商业活动或者从事跨境商业活动要求投资者、律师和公司管理者了解澳门和国际法律制度。该国际商法课程为英文授课，以提供学员必要的国际商法的英文法律背景。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,跨国法 Transnational Law; WTO与区域贸易法 WTO and Regional Trade Law; 争议解决 Dispute Resolution; 创意经济中的知识产权法 Intellectual Property Law in the Creative Economy; 研究方法与法律写作 Research Methodology and Legal Writing; 项目报告 Project Report; 欧盟竞争法 EU Competition Law,https://fll.um.edu.mo/programme/master-and-postgraduate/master-and-postgraduate-of-law-in-international-business-law-english/
958cabe0-ef01-40e5-a061-aab290417f6a,教育学哲学硕士（中文教育）,MPhil Education (Chinese Education),"社科, 教育, 教育学院",教育学院,教育,8月,2年,87000澳门币/年,无,澳门大学教育学哲学硕士（中文教育）课程旨在培养中文教育领域的先进知识和研究技能。通过严格的课程，包括核心研究相关课程和专业学习计划，使毕业生具备应对复杂教育挑战所需的分析和批判性思维能力。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩其他入学要求包括：具有来自排名有竞争力的大学的学士学位；具有竞争力的本科GPA；精通英语；在高级研究和学术成就方面有很强的潜力,无,无,"教育的当前问题 Current Issues in Education; 教育研究中的定性方法、数据管理与分析 Qualitative Methods, Data Management, and Analysis in Educational Research; 教育研究中的定量方法、数据管理与分析 Quantitative Methods, Data Management, and Analysis in Educational Research; 论文 Thesis; 语文教育中的课程设计 Curriculum Design in Chinese Education; 行动研究 Action Research; 课程、教学与学生技能评估 Evaluation of Curriculum, Instruction and Student Performance",https://fed.um.edu.mo/master-of-philosophy-in-education/master-of-philosophy-in-education-chinese-education/
958cabe0-ef01-40e5-a061-aab290417f6a,法学（葡文）法学硕士,LLM Juridical Sciences (Portuguese),"社科, 法律, 法学院",法学院,法律,8月,2年,87000澳门币/年,无,澳大法学院从1995年起开设葡文法学硕士课程。课程目的是培养能从事法学教学和研究的法律人才，从地区及国际性角度促进澳门的法律研究和法制发展。,持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩,无,无,民法 I Civil Law I; 民事诉讼法 I Civil Procedural Law I; 商法 I Commercial Law I; 刑法与刑事诉讼法 I Criminal Law and Criminal Procedural Law I; 项目报告 Project Report; 民法 II Civil Law II; 民事诉讼法 II Civil Procedural Law II,https://fll.um.edu.mo/programme/master-and-postgraduate/master-and-postgraduate-of-law-in-portuguese-language/
958cabe0-ef01-40e5-a061-aab290417f6a,教育学哲学硕士（课程与教学）,MPhil Education (Curriculum and Instruction),"社科, 教育, 教育学院",教育学院,教育,8月,2年,87000澳门币/年,无,课程与教学教育硕士课程旨在帮助学习者从不同的课程角度学习课程发展的理论和技术；探索教学模式；反思与课程的普遍性有关的问题：主题，教学，学习和环境；最重要的是，将理论付诸实践。它是针对对这些基础教育问题感兴趣的教师，教育者和教育管理人员而设计的。,"持有澳门大学认可的学士学位或同等学历。申请人也可能被要求具备其他知识或专业经验。申请人必须在学士学位学习中达到相当于C+级或更高的总成绩
其他入学要求包括：具有来自排名有竞争力的大学的学士学位；具有竞争力的本科GPA；精通英语；在高级研究和学术成就方面有很强的潜力",雅思: 6; 托福: 80,无,"课程与教学原理 Principles of Curriculum & Instruction; 课程设计与应用 Curriculum Design & Implementation; 课程、教学与学生技能评估 Evaluation of Curriculum, Instruction and Student Performance; 教育研究法 Research Methods in Education; 课程议题（基于学科）讨论发表 Seminar on Curricular Issues ( Subject-based ); 多媒体科技教学设计 Multimedia Technology in Instructional Design; 智力与创造力 Intelligence and Creativity",https://fed.um.edu.mo/master-of-philosophy-in-education/master-of-philosophy-in-education-curriculum-and-instruction/
