program_id,student_name,created_at,updated_at,school,applied_program,bachelor_university,bachelor_major,experience,admission_year,gpa,language_scores
,C同学,2024/2/17 12:14,2024/2/17 12:14,诺丁汉大学,教育学文学硕士,西交利物浦,电气工程及其自动化,1. 集成电路制造工艺及nmosfet集成电路设计2. 国网江苏省电力有限公司，规划部实习生3. 环境监测蜘蛛仿生机器人,大四,55,雅思6.5
,Z同学,2024/2/22 12:06,2024/2/22 12:06,诺丁汉大学,食品生产管理理学硕士,上海应用技术大学,香料香精技术与工程,1. 芬美意香料（中国）有限公司（上海）材料学实习生2. 关于表面活性剂在香料领域应用与进展的研究3. 纳米技术在香料领域的应用及其可持续性的研究,大四,82,无
,W同学,2024/2/17 12:15,2024/2/17 12:15,谢菲尔德大学,信息系统理学硕士,青岛理工大学,信息管理与信息系统（校企合作）,1. 医药集团实习生2. 电子商务平台搭建3. JAVA课程设计4. 银行电话精准营销数据分析5. 二手交易平台信息系统分析与设计,已毕业,80.12,无
,W同学,2024/2/17 12:14,2024/2/17 12:14,谢菲尔德大学,城市与区域规划理学硕士,天津城建大学,建筑,1. 华瑞国际项目管理有限公司 实习生2. 天津城建大学设计院实习生3. 天津地区特朗勃墙性能的实验研究4. 计算机网络工程用数据采集装置5. 基于深度学习的建筑方案生成 Deep Learning Based Architectural Scheme Generation,大四,85.08,无
,J同学,2024/2/17 12:16,2024/2/17 12:16,雷丁大学,环境管理理学硕士,同济大学,环境科学,1. 金属有机骨架材料合成过程生命周期评价与分析2. 利用MOFs材料去除污水中硅的研究,已毕业,68,无
,Y同学,2024/2/17 12:12,2024/2/17 12:12,香港中文大学,信息工程理学硕士,华中科技大学,计算机科学和技术,1. 利用正则表达式求解数独2. 微信小程序设计3. NUS交换,大四,3.55,托福94
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港中文大学,信息工程理学硕士,,计算机科学与技术,1. 社交网络分析SNA进行政务舆论数字传播分析以及自动化政务舆论报告生成的研究2. 股票风险预警 ：基于文本分析与神经网络的风险评估工具3. C--语言编译器,大四,83,托福97
,J同学,2024/2/17 12:15,2024/2/17 12:15,香港中文大学,国际经济法法学硕士,中国政法大学,法学,1. 北京某律所国际贸易救济团队实习生2. 广西某律所高端法律服务团队实习生3. 法院实习生,大四,87,雅思7
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港中文大学,物理学理学硕士,湖南师范大学,应用物理,1. Research on Iris Recognition System and Recommendations for Its Future Development2. Contemporary Undergraduate Mathematical Contest in Modelling3. Research on the Algorithm based on the Ground State Properties of Helium Atom4. PSD Displacement Testing Experiment,大四,84.57,雅思6.5
,Z同学,2024/2/17 12:15,2024/2/17 12:15,香港中文大学,电子工程理学硕士,,电气工程及其自动化,1. 论文发表2. 论文发表3. 课设,大四,3.3,雅思6.5
,M同学,2024/2/17 12:16,2024/2/17 12:16,香港中文大学,电子工程理学硕士,北京邮电大学,电信工程及管理,1. 北京初联科技有限公司实习生2. 基于微处理器设计的四足自走机器人3. 云享办公——基于VR端的虚拟世界办公室平台 第八届中国国际“互联网＋”大学生创新创业大赛4. 基于5G通信系统设计的缺陷地结构带阻滤波器5. 图形与视频处理——课程大作业,大四,3.39,雅思7.5
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港城市大学,可持续与发展研究社会科学硕士,华南师范大学,财务管理,1. 某控股公司-投资管理实习生2. 港大暑校,大四,80.6,雅思6.5
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港城市大学,可持续与发展研究社会科学硕士,西北大学（中国）,行政管理,1. 社会资本视角下互助养老模式的可持续发展之路2. xxx护理院实习3. xx市xx区政府就业促进科实习生4. 课程设计：后疫情时代xx市xx经济运营对城市居民幸福度的影响研究,大四,86.69,托福93
,C同学,2024/2/17 12:15,2024/2/17 12:15,香港城市大学,国际会计学文学硕士,郑州大学,大四，GPA85，雅思6.5（5.5），无,1. 某企业近三年成本控制及构成2. ESG表现对企业xx改善的影响3. 华泰证券行研实习生4. 信永中和会计师事务所 审计实习生,,,
,D同学,2024/2/17 12:16,2024/2/17 12:16,香港城市大学,国际会计学文学硕士,南京农业大学,会计学,1. 财务实习2. 华泰证券-定量实习生3. 公司-项目管理实习生,已毕业,85.63,雅思6.5
,W同学,2024/2/17 12:16,2024/2/17 12:16,香港城市大学,国际会计学文学硕士,郑州大学,会计学,1. 河南华阳电气科技 财务管理培训生2. 新乡市和谐文化有限公司 财务助理3. 均富会计师事务所 审计实习生,大四,85.18,雅思6.5
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港城市大学,国际研究文学硕士,,日语语言文学,1. 日本文化相关的研究2. 人大常委会的实习3. 上海某公司人力资源部门实习4. 区域协调相关的研究5. 公共政策相关的研究6. 日本文化相关的研究,大四,3.12,雅思6.5
,Y同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,数据科学理学硕士,上海交通大学,环境科学与工程,1. 不可约表示在群论中的应用2. 网络动力学3. 球堆积问题与编码学4. 基于WRF和CMAQ模型下的中国臭氧浓度分布的时空规律研究,已毕业,77,雅思7
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,数据科学理学硕士,北京科技大学,人工智能,1. 哥大交换2. 眼病多分类问题的研究3. 利用人工智能进行眼科疾病诊断,大四,3.56,托福105
,Z同学,2024/2/17 12:15,2024/2/17 12:15,香港城市大学,数据科学理学硕士,,电子商务,1. 校级大学生创新创业项目2. 直播电商实习3. 互联网+全国大学生创新创业大赛,已毕业,83.5,雅思7
,G同学,2024/2/17 12:16,2024/2/17 12:16,香港城市大学,数据科学理学硕士,,数据科学与大数据技术,"1. 中国银河证券股份有限公司 数字金融中心 数据分析师2. MCM/ICM美国大学生数学建模大赛,M奖3. 大创-深度强化学习差分隐私技术研究",大四,82.6,雅思6.5
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港城市大学,整合营销传播文学硕士,华南师范大学,传播学,1. 校级大学生创新创业大赛，《xx模式下乡村小学生的自主发展路径研究——以xxx为例 》2. 14届全国大学生广告艺术大赛,大四,86.9,雅思6.5
,C同学,2024/2/17 12:13,2024/2/17 12:13,香港城市大学,整合营销传播文学硕士,合肥工业大学,网络与新媒体,1. 某科技公司助理产品运营专员2. xx网新媒体运营实习3. 电视台实习编辑,大四,87.95,雅思7
,C同学,2024/2/17 12:15,2024/2/17 12:15,香港城市大学,智能半导体制造理学硕士,华南师范大学,光电信息科学与工程,1. 深圳xx科技有限公司研发部助理工程师2. FPGA数字钟设计3. Zemax光学设计4. 基于xx调制的光纤折射率传感原理的湿度测量系统,一年工作经验,83.34,CET-6:478
,F同学,2024/2/17 12:15,2024/2/17 12:15,香港城市大学,智能半导体制造理学硕士,郑州大学,电子信息工程,1. 基于常用芯片的波形输出设计2. 壹启新能源科技有限公司3. 西子清洁能源装备制造股份有限公司,大四,82.64,531
,G同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,法学硕士,华东政法大学,数量金融+法学,1. 宁夏黄河农村商业银行银川市鼓楼支行实习生2. 法院实习3. 关于我国量刑中对法官自由裁量权规制的研究,大四,3.93,雅思6.5
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,法学硕士,华东政法大学,边防管理二学位法学,1. 关于新时期高校职务犯罪治理的分析2. 检察院实习3. 法院实习,大四,3.93,雅思6.5
,S同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,法学硕士,,法学,1. 江苏某律所资本市场及证券部实习生2. 江苏某律所律师助理3. 江苏某中级人民法院民事第一庭法官助理,已毕业,81.5,雅思7.5
,L同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,法学硕士,中国政法大学,法学,1. 关于正当防卫与防卫过当界限的研究2. 广东兆鹏律师事务所律师助理3. 东莞市第三人民法院民事审判第一庭实习生,已毕业,83.27,雅思6.5
,C同学,2024/2/17 12:13,2024/2/17 12:13,香港城市大学,生物医学工程理学硕士,广东药科大学,药学,1. 医院陪诊科研项目2. 某实验室实习3. 维生素xx的质量控制研究进展4. 女贞子中xx的提取分离和鉴定5. xx的LD50的探究6. 桃潜在药理活性的探究,大四,3.53,雅思6.0
,S同学,2024/2/17 12:14,2024/2/17 12:14,香港城市大学,营运与供应链管理理学硕士,上海海事大学,交通运输,1. 全国大学生电商物流与供应链创新精英挑战赛2. 某集团关税部助理实习生3. 上海市大学生创业决策仿真大赛,大四,88.1,雅思7
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港城市大学,计算机科学理学硕士,北京科技大学,人工智能,1. 哥大交换2. 眼病多分类问题的研究3. 利用人工智能进行眼科疾病诊断,大四,3.56,托福105
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港城市大学,金融工程学理学硕士,上海大学,信息与计算科学,1. xx环保科技有限公司实习生2. xx环保科技股份有限公司数据分析实习生3. 毕设,已毕业,85.15,六级570，无
,L同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,会计学硕士,,会计学,1. 投资管理公司投资助理2. 方正证券销售助理3. 大创项目：城市赋能改造计划,大四,86,雅思7
,W同学,2024/2/17 12:13,2024/2/17 12:13,香港大学,创新设计与科技（工程）理学硕士,香港科技大学,电子工程,1. 电子电气工程专题：新能源电动汽车技术研究2. 华为政企大客户服务部实习3. 信号与系统小组作业4. 电子电路个人项目,大四,2.98,雅思7.0
,Z同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,可持续环境设计理学硕士,北京交通大学,建筑学,1. 北京清华同衡规划设计研究院实习生2. 城市航站楼综合体建筑设计3. 城市综合交通系统与滨水空间体系复合设计研究,大四,84.3,雅思6.5
,Z同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,可持续环境设计理学硕士,悉尼大学,建筑与环境,1. 毕业设计：龙舟俱乐部与造船学校设计2. 某工艺厂有限公司外贸实习3. 课程设计: 设计集成实验室,大四,65.65,无需
,Q同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,可持续环境设计理学硕士,北京林业大学,风景园林,1. 校级实践团:景观传记—北京滨水空间的探寻与记录实践团2. RAC STUDIO & ZHUGE COMING “云南洱源（右所）Building Practice”3. 2023年成都公园城市国际花园季暨第六届北林国际花园建造周设计竞赛4. 大学生创新训练：《永定河引水渠河流环境、活力、居民情绪感知三者相关性研究及更新策略》,大四,88.82,托福95(L:23/R:27/W:22/S:23)
,L同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,哲学、政治与经济学文学硕士,,经济学,1. 大学学生研究计划(SRP)2. 某保险有限公司实习3. 哲学社会科学规划立项项目4. 论文发表,大四,3.59,雅思7.5
,Z同学,2024/2/22 12:06,2024/2/22 12:06,香港大学,哲学、政治与经济学文学硕士,,行政管理,1. 上海市杨创集团办公室实习生2. 中智咨询公司战略部实习生3. 政府党建办公室实习生,大四,3.29,暂无
,W同学,2024/2/17 12:14,2024/2/17 12:14,香港大学,心理学社会科学硕士,,金融学,1. 公司副总经理& 合伙人（持股），浙江xx人力资源有限公司2. 培训专员（实习生），人力资源部，上海索迪斯管理有限公司北京分公司3. 猎头业务负责人，公司副总经理,三年以上工作经验,86,雅思7.0
,W同学,2024/2/17 12:14,2024/2/17 12:14,香港大学,技术与知识产权法法学硕士,华东政法大学,法学,1. 江苏xx律师事务所律师助理2. xx市司法局助理3. 知产论文 商标侵权的判断标准——兼评“本田案”、“东风案”4. 毕业论文——《论个人信息与隐私权的界分》,已毕业,3.73,雅思7.5，不考
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港大学,机械工程（工程）理学硕士,安徽大学,机械设计制造及其自动化,1. 灵动科技有限公司2. 电子实训3. 表面电极结构设计及其对压电元件振动性能影响分析,一年工作经验,82.28,雅思6.5
,T同学,2024/2/17 12:13,2024/2/17 12:13,香港大学,机械工程（工程）理学硕士,河海大学,工程力学,1. 省级大创--融合CS技术的实时反馈系统2. 中国“互联网+“大学生创新创业大赛--量化智能测试系统3. 课程设计--重力坝设计,大四,88.63,雅思6.5，无
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港大学,机械工程（工程）理学硕士,西北工业大学,飞行器动力工程,1. 亿嘉和机器人研发基地机械设计实习生2. 思克莱德大学交换3. 法国国立应用科学院交换4. 视障人士导盲系统5. 基于正弦驱动的微型机器人6. 业余滑翔机复合板的改造7. 新能源汽车的电池冷却系统设计8. 专利《一种锐器盒》9. 专利《一种采油报警电路》,已毕业,75.32,雅思6.5
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港大学,计算机科学理学硕士（常规方向）,,软件工程,1. 软件工程与计算Ⅱ课程设计：ERP企业资源管理系统的需求分析、设计与实现2. 软件工程实践课课程设计：面向开发协作?络的软件?程?本情绪分析与应用3. 数据集成课程设计：根据脱敏银行信息实现对客户的星级评估和用户评估,大四,80,雅思7
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港大学,计算机科学理学硕士（常规方向）,北京航空航天大学,信息对抗技术,1. 科技股份公司数据分析工程师2. 米勒拉宾算法中的伪素数（密码学实验课程的课程设计）3. 综合攻防实验（网络攻防实验课程实验）4. 网络流量分析（网络攻防技术课程的课程设计）,大四,86.33,雅思7.0，待考
,W同学,2024/2/17 12:12,2024/2/17 12:12,香港大学,计算机科学理学硕士（网络安全方向）,华中科技大学,网络空间安全,1. 烽火通信科技股份有限公司解决方案设计员2. 课程设计：socket编程实验3. 操作系统的内存管理和设备管理4. 在Logisim平台中设计实现MIPS单周期和多周期处理器,大四,83.3,雅思7.5
,Q同学,2024/2/17 12:15,2024/2/17 12:15,香港大学,食品安全与毒理学理学硕士,华南农业大学,生物科学,1. xxxx形成的表观遗传调控分子机制2. 某生物研究所实验部实习生3. xxx医药公司质量管理部实习生4. 受体xxx的作用机理的探究5. xxx在水溶液和有机溶液中的动力学测定6. xx体内核苷糖合成调控、转运对xxx合成的影响,大四,87.83,雅思6.5
,H同学,2024/2/17 12:16,2024/2/17 12:16,香港岭南大学,国际高等教育与管理文学硕士,河北师范大学,播音与主持艺术,1. 沉浸式传播视域下电竞解说语言的提升对策2. 广播电视台 记者3. 艺术学校，艺考老师,两年工作经验,3.4,雅思6.5
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港岭南大学,环境、社会和公司治理管理理学硕士,苏州科技大学,土木工程专业,1. 校级大学生创新创业训练计划项目：基于BIM的酒店建筑的后期维护及管理方案2. 恒泰睿政经贸发展有限公司资料技术员3. 施工组织课程设计,大四,81,雅思7.5
,Z同学,2024/2/17 12:15,2024/2/17 12:15,香港教育大学,STEM（科学技术工程数学）教育文学硕士,河北师范大学,物理学(师范类),1. 中学物理老师2. 光纤激光器课题组科研项目3. 大学生物理学术竞赛4. 光学实验项目5. 课程论文：量子力学拓展课6. 物理教师技能大赛,大四,89.6,雅思6.5
,Y同学,2024/2/17 12:14,2024/2/17 12:14,香港教育大学,公共政策与管理硕士,东莞理工学院,工业工程,1. 某技术有限公司产品经理2. “互联网+”大学生创新创业大赛3. 实验/课程设计,三年工作经验,78.25,雅思7.0，不考
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港教育大学,教育学硕士,广东培正学院,秘书,1. 某小学语文教师2. 某教育咨询（广州）有限公司老师3. 毕业论文：论基层秘书的逆商管理,一年工作经验,3.34,雅思6
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港浸会大学,应用经济学理学硕士,广东海洋大学,国际经济与贸易,1. 证券公司财富管理实习生2. 大中型工业企业经济效益状况及差异的分析调查3. 跨国公司的数字化转型分析4. 创业计划书5. 银行客户经理助理,大四,82.02,雅思7
,M同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,专业会计硕士,,会计学,1. 新冠疫情下火锅公司的偿付能力研究2. 卫生局财务科实习3. xxx会计公司审计实习生,已毕业,86.57,雅思6.5
,W同学,2024/2/17 12:12,2024/2/17 12:12,香港理工大学,供应链与物流管理理学硕士,上海海事大学,交通管理（新国航）,1. 星巴克（中国）咖啡公司兼职2. 马士基（中国）航运有限公司Intern3. 中远物流&常熟外轮代理有限公司Intern4. 上海中远海运物流实习生5. 全国商业精英挑战赛上海市国际贸易竞赛6. 国际航运代理模拟实践7. 航运经济学航运市场调研及报告8. 集装箱班轮公司经营管理模拟实验9. 蔚来供应链-备件管理实习生,大四,86,托福100
,L同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,元宇宙科技理学硕士,东北大学,软件工程,1. 某信息技术公司工程师实习2. 某科技公司前端工程师实习3. 微信小程序设计大赛东北赛区二等奖,大四,87,雅思7
,W同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,元宇宙科技理学硕士,北京工业大学,土木工程,1. 宏伟顺通市政?程有限公司项目经理助理2. 海尔智家人工智能实习生3. 基于c++语言的flappy bird游戏demo4. 基于美国人口普查数据的影响因素分析项目5. 智能家电项目6. 基于语言模型的桌面操作系统RPA程序,已毕业,2.98,雅思6
,L同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,创新多媒体娱乐理学硕士,中央民族大学,环境工程,1. 全国大学生电子商务“创新、创意及创业”挑战赛2. FUNPLUS动作特效实习生3. 中国大学生计算机设计大赛,大四,85.56,雅思7（6.5）
,L同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,区块链科技理学硕士,北京工业大学,计算机科学与技术,1. iCAN全国大学生创新创业大赛：在线编程平台开发2. 美团商业分析精英大赛：基于knn算法的数据化运营3. 星火基金项目：基于深度学习的数据检测,大四,86.37,雅思6
,M同学,2024/2/17 12:14,2024/2/17 12:14,香港理工大学,国际航运及物流管理理学硕士,上海海事大学,海运与物流经济,1. 潘世奇物流公司快餐食品和饮料的店内配送和仓储案例分析2. 某物流公司实习生,大四,83,雅思6.5
,D同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,国际航运及物流管理理学硕士,大连海事大学,轮机工程,1. 中国海运联运(香港)有限公司-轮机工程师2. 学院-讲师,三年以上工作经验,2.88,雅思6.0
,W同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,工程商业管理理学硕士,江苏大学,工商管理,1. 连界投资有限公司：金融实习生2. 市场调查与分析大赛3. 全国商业精英挑战赛创新创业竞赛,大四,90.1,雅思6.5
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港理工大学,测绘及地理资讯学理学硕士,首都师范大学,遥感,1. 大运河沿线发展变化评价——以白浮泉至五河交汇处运河沿线为例2. 三维激光扫描仪系统参数精确标定3D,大四,88,雅思6
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,,自动化,1. 计算机控制技术课程设计2. 国网电力公司运维部输变电实习生3. 美国大学生数学建模竞赛4. 自动控制系统课程设计5. 数字电路课程设计,大四,78.17,雅思7，GRE317
,Z同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,上海交通大学,微电子科学与工程,1. xxx大学微纳电子学系 软件工程师2. 流水线的电脑处理器模拟仿真设计3. 三维纳米阵列图案生成算法的设计,已毕业,76.5,雅思6.5，无
,G同学,2024/2/17 12:11,2024/2/17 12:11,香港理工大学,电子及资讯工程学理学硕士,东华大学,电气工程及其自动化,1. 联通售前技术支持2. 课程设计：数字电压表设计3. 课程设计：50000锭棉纺织厂供电设计4. 课程设计：高精度智能电容与电压测量系统设计5. 课程设计：工业4.0智能创造供料站控制系统6. 毕设7. IDC产业链图谱编制,一年工作经验,3.27,雅思6.5，无
,Z同学,2024/2/17 12:12,2024/2/17 12:12,香港理工大学,量化金融与金融科技理学硕士,电子科技大学,金融学,1. 字节跳动实习生2. 中国银河证券实习生3. 卷积神经网络在x射线图像中的应用4. 消费者选择影响因素的研究5. 交易策略分析6. 数字化转型对风险承受能力的影响,大四,84.09,雅思6.5，不考
,X同学,2024/2/17 12:15,2024/2/17 12:15,香港理工大学,金融学硕士（企业金融）,广东外语外贸大学,金融学,1. 沙利文-行研实习2. 浦发银行-金融部实习,大四,87.33,雅思7，GMAT670
,L同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,信息技术理学硕士,北京航空航天大学,计算机科学与技术,1. 基于微信小程序和网页的校园流浪动物管理系统2. 全国大学生数学建模竞赛3. 美国大学生数学建模竞赛,大四,88,雅思7
,S同学,2024/2/17 12:14,2024/2/17 12:14,香港科技大学,公共政策硕士,河海大学,土地资源管理,1. 某博物馆公共服务部实习生2. 南京某大剧院运营中心实习生3. 课程设计：不动产估价,大四,4.75,雅思7.5
,L同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,化学与能源工程理学硕士,,化学工程与工艺,1. 化工原理课程设计：甲醇-水系统甲醇回收精馏塔设计2. 旭林精细化工有限公司3. 第十七届“天正设计杯”化工设计大赛4. 大学生科研训练计划项目（SRTP）：熔融结晶法分离提纯碳酸乙烯酯的研究,大四,2.93,雅思6.5
,S同学,2024/2/17 12:15,2024/2/17 12:15,香港科技大学,大数据科技理学硕士,北京理工大学,信息管理与信息系统,1. 共享停车位信息系统的设计与开发2. 北京某科技公司产品经理3. 好未来4. 关于大众点评早期用户评论对其后期用户评论影响的研究5. 大学生MOOC学习者特征及学习效果分析课题研究,三年工作经验,89.59,雅思7，GRE315
,W同学,2024/2/17 12:15,2024/2/17 12:15,香港科技大学,大数据科技理学硕士,华中科技大学,网络空间安全,1. 烽火通信科技股份有限公司解决方案设计员2. 课程设计：socket编程实验3. 操作系统的内存管理和设备管理4. 在Logisim平台中设计实现MIPS单周期和多周期处理器,大四,83.3,雅思7.5
,F同学,2024/2/17 12:16,2024/2/17 12:16,香港科技大学,生物技术理学硕士,浙江大学,生物医学,1. xx抗癌药物的研究进展2. 个人项目：探究纳米抗癌药物的研究进展3. xx生物学调查,大四,77.3,雅思6.0
,L同学,2024/2/17 12:12,2024/2/17 12:12,香港科技大学,电信学理学硕士,,信息工程,1. MFC设计：基于C++的地铁查询系统设计与实现2. 校级重大srtp项目，国家重点领域srtp项目：基于镜像法反向射线追踪算法的6G无线信道建模研究3. 毕业设计：基于FPGA的智能超表面实时模块设计4. 论文《Image method based ray tracing for iiot and mobility scenarios》,已毕业,83.58,雅思6.5
,X同学,2024/2/17 12:12,2024/2/17 12:12,香港科技大学,电信学理学硕士,,信息工程,1. 珠海某半导体公司算法工程师2. 毕业设计：《基于图信号处理的分级预测系统及推荐方法研究》3. 多项机器人及图像识别相关专利,三年工作经验,86.33,雅思7
,Z同学,2024/2/17 12:13,2024/2/17 12:13,香港科技大学,航空工程理学硕士,,机械工程,1. 机电股份有限公司管培生2. 基于折纸原理的抓取结构设计与控制3. 全国大学生机器人大赛 RoboMaster 2021 机甲大师高校 系列赛区域赛（中部赛区）国家级二等奖4. 15 t 门座式起重机旋转机构设计及门架强度分析,一年工作经验,84.67,雅思6.5
,J同学,2024/2/17 12:11,2024/2/17 12:11,香港科技大学,集成电路理学硕士,东华大学,应用物理学,1. 课程设计2. 实习3. 课程设计,大四,83.1,雅思6.5
